"PolicyID","Exposure","CarAge","Density","ClaimAmount"
"1073095",1,0,626,408.52
"1073176",0.64,0,336,1461.65
"1073178",1,0,4762,919.76
"1073284",1,0,1974,1128
"1073287",1,0,1974,3641.91
"1073345",0.58,1,41,1128.12
"1073369",0.17,0,1982,1128.12
"1073385",0.49,0,128,1128
"1073474",0.94,0,1974,1128.12
"1073532",1,0,80,77.3
"1073556",1,0,1203,1128
"1073617",0.44,1,1253,790.67
"1073653",1,0,353,1128
"1073658",0.38,0,1974,1128.12
"1073775",1,1,238,1128
"1073785",0.84,1,1974,781.79
"1073850",0.33,1,192,2122.36
"1073865",0.53,1,1313,558.46
"1073905",1,0,102,2263.03
"1073908",1,0,1313,1128
"1073963",1,0,1313,1128.12
"1074007",1,1,1313,1128.12
"1074017",1,0,1313,1128.12
"1074066",0.72,0,73,1128.12
"10741",0.07,1,72,6241.73
"1074103",1,0,83,940.89
"1074112",0.8,0,1313,1252.95
"1074137",0.69,0,298,1321.73
"1074152",0.22,1,29,1128.12
"1074160",0.21,0,614,60.08
"1074179",1,0,86,3959.61
"1074261",0.46,0,32,1515.44
"1074266",1,0,40,1128.12
"1074282",1,0,1313,1128.12
"1074319",0.59,1,1313,1128.12
"1074328",1,1,1314,72.75
"1074365",1,0,1313,78.16
"1074375",0.36,0,105,179.02
"1074405",1,0,614,1315.79
"1074450",1,0,372,1128.12
"1074459",0.23,0,490,534.03
"1074463",1,1,478,1128.12
"1074468",0.59,1,305,116.37
"1074484",0.2,0,262,1524.49
"1074554",1,0,1601,3155.47
"1074663",1,0,1601,998.87
"1074663",1,0,1601,1128.12
"1074702",1,0,2951,1128.12
"1074757",1,0,1601,5028.14
"107480",0.48,1,1182,1128.12
"1074818",1,0,120,1128.12
"1074849",1,0,63,349.73
"1074874",1,0,79,18753.6
"1074888",0.24,0,1601,1203.06
"1074923",1,1,478,1128
"1074944",1,0,2951,1128
"1074954",0.5,0,1601,725.97
"1075073",1,0,27000,564
"1075245",1,0,3341,1128
"1075259",1,1,1191,80.85
"1075283",1,1,56,369.22
"1075346",0.19,0,303,2327.79
"1075346",0.19,0,303,1128.12
"1075387",0.12,1,51,1128
"1075401",0.04,0,27000,4503.2
"1075415",1,0,1191,1128
"1075417",1,0,243,1128
"1075422",1,0,83,1128.12
"1075450",0.09,1,1191,1128
"1075458",1,0,269,1478.09
"1075478",0.26,0,471,986.68
"1075482",0.33,0,1064,1337.78
"1075492",0.81,1,4685,1128
"1075495",0.34,0,424,434.09
"1075526",0.53,1,906,1128
"1075544",0.9,0,54,75.94
"1075545",0.09,0,54,1128
"1075659",1,1,1326,1128
"1075679",1,0,111,1128.12
"1075687",0.1,0,54,1435.99
"1075739",1,1,117,1128.12
"1075860",0.5,0,2472,1128
"1075884",0.19,1,4646,1128.12
"1075903",1,0,745,535.92
"1075928",0.94,1,5449,1128
"1075928",0.94,1,5449,1128.12
"1075940",0.22,0,339,1128
"1075990",0.67,1,194,1128
"1076014",1,0,339,1128.12
"1076016",1,0,5449,8134.61
"1076018",0.97,0,4646,81.27
"1076105",0.32,0,476,210.62
"1076136",1,0,5449,711.23
"1076150",0.31,1,4646,567.13
"1076151",0.68,1,4646,1421.5
"1076163",1,1,5449,1128
"1076168",0.88,1,4646,1128.12
"1076176",0.57,0,200,89
"1076214",1,0,88,72.55
"1076255",0.78,1,5449,695.98
"1076298",1,0,5449,1128.12
"1076363",1,0,509,86.84
"1076369",0.41,0,5449,1757.82
"1076481",1,0,389,320.01
"107660",0.66,1,120,1128.12
"1076715",0.08,1,36,1128
"1076729",1,0,881,638.15
"1076761",0.58,0,2415,66.36
"107680",1,1,252,1128.12
"107682",0.97,1,3963,1128.12
"1076820",0.79,0,2415,965.49
"1076841",1,1,2415,394.37
"1076870",0.05,0,2415,73.66
"1076911",1,0,232,1128.12
"1076923",1,1,214,1128.12
"1076952",0.55,1,232,2652.49
"1077044",1,1,43,1220.89
"1077048",0.41,1,2415,1128.12
"1077051",0.51,0,108,5471.23
"107706",1,1,188,1128.12
"1077067",0.55,0,286,29.54
"1077079",0.32,1,213,750.74
"1077094",0.55,1,2252,539.88
"1077094",0.55,1,2252,97.37
"1077095",0.52,1,305,1128
"1077174",1,0,1468,1136.65
"1077210",1,0,1466,1128
"1077216",1,0,109,1128
"1077301",0.76,0,1386,777.91
"107732",0.13,0,177,3094.66
"1077351",1,1,1986,4812.06
"1077376",1,0,269,1142.51
"1077452",1,1,357,247.77
"1077454",1,0,357,1126.67
"1077521",1,1,783,1128.12
"1077552",0.2,1,1907,19.93
"1077599",0.01,1,2795,1128
"1077605",1,0,1282,558.88
"1077644",1,1,617,1128.12
"1077644",1,1,617,1128.12
"1077714",0.38,1,1273,265.82
"1077745",0.21,1,1123,1206.58
"1077761",0.19,0,2949,19056.13
"1077786",0.97,0,1466,352.15
"1077806",1,0,7259,1240.26
"1077823",0.88,0,35,1128
"1077955",1,0,3301,387.03
"1077985",1,0,57,1917.61
"1077994",1,1,58,1128.12
"1078073",1,0,44,1128
"1078073",1,0,44,1128.12
"1078077",1,0,12,1128.12
"1078095",1,1,127,1128
"1078126",0.83,1,280,1398.55
"1078126",0.83,1,280,1128
"1078181",1,1,156,2163.35
"1078201",1,1,128,1860.8
"1078203",0.94,0,1313,564.06
"1078252",1,1,1313,5628.12
"1078321",1,0,369,1128.12
"1078341",0.01,1,91,3777.08
"1078355",0.57,0,1313,90.33
"1078355",0.57,0,1313,84.42
"1078395",1,0,34,564
"1078425",1,0,1313,2753.15
"1078548",1,0,221,1128.12
"1078548",1,0,221,630.49
"1078572",0.95,0,1602,6300.36
"1078658",0.49,0,722,1059.76
"1078692",1,1,55,1128.12
"1078717",1,0,100,37.33
"1078744",0.87,0,143,1228
"1078745",0.02,0,1579,1128.12
"1078802",0.62,0,57,1128
"1078949",0.8,0,270,15.67
"1078965",0.46,0,3688,834.39
"1079032",1,0,1110,260.18
"1079073",0.77,0,3430,4677.45
"1079077",0.63,1,3688,6861.32
"1079082",1,1,141,1128.12
"1079127",1,0,3688,1128
"1079145",0.7,0,1110,1128.12
"1079170",1,0,2377,1191.63
"1079186",1,0,863,30.98
"1079243",0.71,1,41,1411.53
"1079311",0.46,1,3688,1128.12
"1079321",1,1,3430,70.52
"1079341",1,1,63,8461.01
"1079394",1,1,138,1128
"1079397",1,0,3430,1128.12
"1079420",1,1,2377,1128.12
"1079445",0.63,0,3688,36.75
"1079463",0.01,1,22,903.97
"1079466",1,0,3688,826.68
"1079487",1,0,289,797.08
"1079499",0.51,0,3688,1117.02
"1079541",0.38,1,3430,1128.12
"1079553",0.75,0,100,1128.12
"1079566",1,0,3688,1128.12
"1079605",1,0,854,1128.12
"1079622",0.54,0,248,1128.12
"1079634",0.71,1,3430,1128.12
"1079635",0.28,1,3430,599.6
"1079649",0.31,1,9,417.24
"1079714",1,1,9,1128
"1079717",0.93,1,15,747
"1079747",0.76,0,27000,3307.22
"1079850",1,1,20,1128.12
"1079938",0.96,1,1313,1128.12
"1079938",0.96,1,1313,1128.12
"107995",0.59,0,279,767.04
"1080009",0.67,1,30,1128.12
"1080015",1,0,511,1128
"1080015",1,0,511,161.53
"1080030",0.44,0,568,1804.16
"1080039",0.42,1,568,1128.12
"1080040",0.24,1,568,1128
"1080161",1,0,20,119.95
"108019",0.78,1,3744,1128.12
"1080308",1,0,10,1128
"108034",1,0,3744,636.99
"1080341",0.49,1,51,1128.12
"108041",0.81,1,3744,2126.2
"108045",0.98,0,2715,1128.12
"1080460",0.44,1,186,1790.22
"1080496",1,0,186,1016.97
"108054",0.27,0,415,12284.35
"1080582",0.07,1,476,2799.02
"1080610",1,0,53,4031.75
"1080622",1,0,186,73.3
"1080660",1,0,1601,2533.45
"1080675",0.33,1,1601,1442.65
"1080715",1,1,478,1128.12
"1080721",1,1,1601,1128
"1080727",1,0,1601,2408.65
"1080781",1,0,1501,3116.9
"1080815",1,0,1601,1172
"108084",1,0,3744,1128.12
"1080865",0.48,0,1601,2787.39
"1080867",0.41,0,1601,363.25
"1080899",0.18,0,776,332.3
"1080905",1,0,1601,268.56
"1080933",0.75,0,1601,58711
"1080975",1,0,776,1128.12
"1080979",0.74,1,126,430
"1081045",0.26,0,222,11452.54
"1081072",0.83,1,820,1128.12
"108110",1,1,3744,1128.12
"1081136",1,0,126,571.69
"1081138",1,0,27000,1128
"108115",0.48,0,3021,631.84
"1081217",0.11,1,222,1390.11
"1081283",1,0,42,1128
"1081290",0.6,0,222,425.48
"1081305",1,1,270,67.47
"1081308",1,0,45,1128
"1081344",0.93,1,3866,61.98
"1081353",0.74,0,3866,1128.12
"1081356",0.69,1,30,1628.12
"1081378",1,1,52,1128.12
"1081393",1,0,99,169.84
"1081399",0.84,0,634,166.28
"1081500",0.86,0,16291,2083.2
"1081506",1,1,4087,1128
"1081538",1,0,634,432.01
"1081569",1,0,634,62.9
"1081635",0.92,1,43,66.97
"1081640",1,0,41,1128
"1081651",0.15,1,13,1128.12
"1081668",0.75,1,44,11.28
"1081786",0.93,1,44,953.01
"1081793",1,0,137,1056
"108183",1,0,3744,1128.12
"108186",0.47,0,3744,9682.03
"1081871",1,0,433,1128.12
"1081928",0.44,1,433,6116.39
"1081943",1,0,4762,1128.12
"1081954",1,0,2674,813.16
"1081982",1,0,2446,1128.12
"1082030",0.78,0,4762,728.83
"1082161",0.06,1,511,883.57
"108218",0.94,0,3744,1128.12
"1082197",0.83,1,19,1128.12
"1082233",1,0,1662,210.23
"1082233",1,0,1662,1128
"1082287",0.99,1,511,50.51
"1082288",0.79,0,511,1128
"1082296",0.14,1,3184,1557.97
"1082312",0.31,0,15,1504.49
"1082461",0.58,1,213,42.51
"1082549",1,1,161,1128
"1082643",0.88,1,326,103.68
"1082705",0.99,0,111,2239.48
"1082744",1,0,1054,2979.09
"1082788",1,1,17,452.44
"1082789",0.27,1,17,155.22
"1082816",0.49,0,276,269.83
"1082857",0.78,0,1408,1522.79
"1082892",0.14,0,3021,1128
"1082958",0.6,1,713,224.78
"1082985",0.76,1,1408,730.54
"1083091",0.56,0,5859,861.29
"1083148",0.33,0,167,1128.12
"1083162",1,0,4762,1219.48
"1083188",0.43,0,9096,1128
"1083195",0.56,1,3317,1128.12
"1083202",0.08,1,3317,26575.01
"108321",0.99,1,2715,1853.38
"1083232",1,0,3317,1128.12
"1083278",1,1,3317,1128.12
"1083302",1,0,875,1679.1
"1083321",0.66,0,1005,1128.12
"108336",0.99,0,3744,1128.12
"1083414",1,0,3317,1128.12
"1083419",0.1,1,222,1128.12
"1083470",0.03,0,222,502.64
"1083486",0.73,1,26,1128
"1083489",0.47,1,21,1783.34
"1083516",0.18,0,222,1128
"1083616",1,0,138,308.59
"108363",0.17,0,1193,6876.8
"1083666",0.4,0,16,314.62
"1083710",0.24,0,1313,260.18
"1083735",1,0,48,3575.99
"1083758",1,0,10,374.5
"1083778",1,0,393,1128.12
"1083857",0.74,0,17140,1128.12
"1083868",0.57,0,34,1128
"1083909",1,0,15,1128
"1083930",0.71,0,1982,4300.86
"1083974",1,1,39,1128.12
"1084022",0.29,0,213,2276.32
"1084075",1,0,1313,105.07
"1084090",0.79,0,451,1500
"1084132",1,0,84,480.08
"1084173",0.33,0,10,1128.12
"1084183",0.94,0,10,1128
"1084245",1,1,763,1128.12
"1084245",1,1,763,1128.12
"1084263",0.99,0,44,59.08
"1084344",0.21,1,1408,1128
"1084358",1,0,169,4540.92
"1084418",1,1,1408,19.14
"1084518",1,1,34,116.19
"1084545",1,0,1408,1366.28
"1084549",1,1,484,1128.12
"1084561",1,1,93,1128.12
"1084577",1,0,1408,1128
"1084602",1,0,1408,1128
"1084654",0.75,1,1408,1128.12
"1084694",0.55,1,1408,1309.22
"1084702",1,0,1408,1453.48
"1084724",0.57,1,1408,1128
"1084743",1,0,498,422.84
"1084743",1,0,498,1677.93
"1084757",0.64,1,1408,1128.12
"1084783",1,1,85,705.76
"1084829",0.83,0,1408,473.43
"1084839",0.25,1,1408,867.65
"1084867",0.33,1,1408,121.89
"1084870",0.08,1,1408,1128
"1084880",0.5,1,1408,1128
"1084882",0.51,1,1408,1326.37
"1084885",0.91,0,33,598.21
"1084944",0.27,0,530,1128.12
"1085035",0.98,1,203,1128.12
"1085134",0.5,0,298,8284.9
"1085139",0.95,0,581,406.17
"1085175",0.96,0,89,1128.12
"1085175",0.96,0,89,1128.12
"1085197",0.13,0,295,1235.69
"1085217",0.45,0,89,85.74
"1085288",0.76,1,593,1675.97
"1085290",0.88,0,8455,1128.12
"1085290",0.88,0,8455,1181.42
"1085375",0.76,1,481,1128
"1085375",0.76,1,481,1128
"108542",0.51,1,41,1374.68
"108543",0.09,0,41,84.6
"108546",0.6,0,14368,1328.12
"1085483",1,0,9307,5423.86
"1085506",0.72,0,111,63.45
"1085519",1,1,8455,1128.12
"1085537",0.73,0,2252,7061.36
"108554",0.56,0,2715,2070.6
"1085581",1,0,81,1897.33
"1085591",1,0,2252,1319.1
"1085616",0.64,1,2252,854.78
"1085630",1,0,2252,1128.12
"1085650",1,1,9307,413.67
"1085718",0.4,0,2252,1416.91
"1085726",0.73,1,23,1128.12
"1085734",0.51,0,1485,1705.29
"1085737",0.27,0,681,3454.84
"108579",0.45,0,11,1128.12
"1085806",0.15,0,229,3093.92
"1085809",1,1,229,1128.12
"1085817",1,0,229,2535.32
"1085906",1,0,285,85.6
"1085909",0.54,0,3541,311.56
"1085917",1,1,54,1128
"1085941",1,0,94,2165.03
"1085954",0.26,0,94,1128.12
"1085963",0.37,0,4982,4981.96
"1086017",0.32,1,1959,1128.12
"1086030",0.73,0,2252,156.45
"1086036",0.59,0,972,1006.65
"1086048",0.29,1,2252,120.58
"1086065",0.42,0,1871,1186.2
"1086164",0.49,0,1448,71.96
"1086373",0.94,0,171,3751
"1086384",0.56,0,1326,3057.88
"1086462",0.15,0,1326,773.17
"1086495",1,0,614,1128
"1086497",0.49,1,113,1097.92
"1086497",0.49,1,113,2137.72
"1086515",1,0,27,259.47
"1086538",0.97,1,635,1128
"1086550",0.7,0,259,1128.12
"1086552",0.74,1,43,1128
"1086560",0.62,0,28,49.2
"1086561",0.59,0,259,1128
"1086583",0.18,0,259,1128
"1086704",1,0,52,1128
"1086724",1,0,45,1128
"1086747",0.67,0,238,287.35
"1086773",1,0,813,1128.12
"1086809",1,1,4348,34.22
"1086830",0.64,1,1287,349.66
"1086834",0.76,0,520,1190.62
"1086856",0.72,1,2257,1128.12
"1086880",0.16,0,1445,1128.12
"1086897",0.43,0,4348,1128.12
"1086913",1,0,3857,820.54
"1086924",1,0,80,2964.89
"1087028",0.22,0,303,2013.31
"1087038",1,1,4348,59.99
"1087061",0.94,0,4348,367.64
"1087080",0.04,1,118,760.32
"1087089",0.96,0,813,371.02
"1087097",1,0,1445,67.46
"1087114",0.74,0,4456,5014.4
"1087133",1,0,1445,1128
"1087162",0.12,1,106,1128.12
"1087176",0.58,0,86,78.16
"1087222",1,1,393,1128
"1087224",1,0,34,76.63
"1087231",1,0,15,5802.95
"1087309",1,0,15,80.36
"1087328",0.29,0,5782,1128
"1087457",0.78,1,139,646.18
"1087527",1,0,65,421.67
"1087557",1,0,118,1128.12
"1087581",1,1,747,866.72
"1087639",0.8,0,261,287.61
"1087646",1,0,40,1128
"1087652",1,1,247,1128.12
"108767",0.18,1,1109,1128.12
"108786",0.73,0,26,9512.82
"1087893",0.69,0,854,1154.57
"1087959",0.94,1,26,1128.12
"1087963",1,1,3688,858.82
"1087963",1,1,3688,1128
"1087983",0.89,0,3688,1128.12
"1088001",1,0,194,87.52
"1088028",1,1,289,361.2
"1088085",0.46,0,158,1128
"1088100",0.84,0,42,615.3
"1088159",1,0,33,1128.12
"108817",0.53,1,149,81.46
"1088235",1,1,64,130.08
"1088245",1,0,27000,989.22
"1088259",0.16,1,4128,1128.12
"1088297",0.24,1,82,2214.99
"1088305",0.25,1,295,1128
"108832",0.48,0,20,17018.45
"1088415",0.5,0,99,1273.86
"1088439",1,1,38,204.89
"1088439",1,1,38,1128.12
"1088453",1,0,15,2171.46
"1088494",1,0,147,1308.84
"1088563",0.54,1,214,564.06
"1088566",1,0,84,918.1
"1088636",1,0,61,1128.12
"1088817",0.43,1,298,3191.62
"1088860",0.32,0,17,1128.12
"108887",0.44,0,2710,1128.12
"1088891",1,0,298,76.63
"1088899",0.26,0,614,2727.28
"1088948",0.86,0,3744,1128.12
"108896",0.41,1,23,2702.97
"108902",0.12,1,14,1128.12
"1089050",0.35,1,3744,2508.21
"1089063",1,0,3744,1050.16
"1089091",0.8,0,3744,374.7
"108910",0.35,0,149,1697.37
"1089170",0.3,0,3744,100.17
"1089189",1,0,4116,1128.12
"1089209",0.73,0,57,74.17
"1089218",0.62,0,57,75.46
"1089231",1,0,15,1128.12
"1089238",0.89,0,57,1128.12
"1089342",0.78,0,182,1128.12
"1089429",0.96,1,57,1128.12
"1089526",0.29,1,301,1025.51
"1089549",1,1,2620,124.7
"1089592",1,0,2620,8098.13
"1089700",0.27,1,713,1128.12
"1089776",0.45,1,58,1128.12
"1089823",1,0,1408,1128
"1089867",0.57,1,2575,1128.12
"1089905",0.99,1,1199,1128.12
"1089907",0.24,0,169,307.14
"1089919",0.86,1,1408,1128
"1089943",0.04,0,129,36337.24
"1089976",1,0,2694,1128
"1089988",0.49,0,803,1128.12
"1090034",0.46,0,540,155.99
"1090073",0.47,0,270,446.25
"1090231",1,0,109,1128.12
"1090271",0.67,0,42,245.08
"1090274",0.68,1,122,1128
"1090305",0.13,1,1175,1346.81
"1090337",1,1,46,1128
"1090455",1,1,465,1128.12
"1090455",1,1,465,1128.12
"1090457",0.3,1,94,1051.04
"1090458",0.69,1,94,1128.12
"1090502",1,0,227,1128.12
"1090536",1,0,227,1128
"1090588",0.89,1,42,221.23
"1090593",1,1,562,1128.12
"1090664",0.83,0,227,1094.22
"1090666",1,1,25,1128
"1090668",0.81,1,89,591.97
"1090702",0.1,0,153,1128
"1090739",0.29,1,110,1128.12
"1090821",0.24,0,283,141.82
"1090824",1,0,229,1596.75
"1090852",1,1,32,941.31
"1090904",0.75,0,130,1128.12
"1090908",1,0,210,771.07
"1090913",0.46,1,1192,1128
"1090996",1,0,4128,3415.92
"1091000",1,1,4128,1128.12
"1091000",1,1,4128,1128.12
"1091018",1,1,109,1236.97
"1091057",1,0,4128,1128.12
"1091072",0.5,0,490,1128.12
"1091193",0.72,1,745,1128
"1091238",1,0,745,73.11
"1091280",0.04,1,745,1433.02
"1091338",0.5,0,752,3526.8
"1091338",0.5,0,752,1704.35
"1091350",0.58,0,752,1628.12
"1091350",0.58,0,752,1128.12
"1091428",0.09,0,311,867.7
"1091439",0.17,1,745,114.33
"1091472",0.44,0,745,78.77
"1091474",0.47,1,745,538.99
"1091482",0.38,1,745,853.45
"1091494",0.24,1,3628,633.05
"1091522",0.7,0,1719,150.95
"1091524",1,1,745,1128.12
"1091532",0.35,1,745,574.84
"1091537",1,1,745,1128
"1091550",0.06,0,270,123.84
"1091675",0.62,0,315,3803.18
"1091692",0.92,0,391,809.84
"1091751",0.83,0,3657,1128
"1091771",0.35,1,1704,1128.12
"1091781",1,1,9307,434.86
"1091783",0.16,1,242,1134.53
"1091784",0.00821917808219178,1,242,8092.47
"1091815",1,1,1704,170.39
"1091815",1,1,1704,1128.12
"1091824",0.38,0,1704,4428.24
"1091825",0.34,0,1704,877.99
"1091832",0.17,0,1704,1128.12
"1091891",0.09,1,91,1128.12
"1091907",1,1,91,1128.12
"1091916",1,1,17,1128.12
"109195",0.22,0,81,1128.12
"1091958",1,0,405,1128.12
"1091975",1,0,105,1128.12
"1092013",0.3,1,23,1128.12
"1092023",0.39,0,50,1128.12
"1092079",0.67,1,1313,1128.12
"1092079",0.67,1,1313,2508.15
"1092118",0.8,1,30,1128
"1092127",1,0,1313,1128
"1092176",0.64,1,34,1128.12
"1092276",1,1,1313,1128
"1092300",1,0,27000,506.91
"1092319",0.25,1,1313,564.06
"109234",0.66,0,3708,1128.12
"1092381",0.84,0,237,76.63
"1092395",0.1,0,128,1128.12
"1092452",1,0,1326,3146.25
"109247",0.36,0,220,1128.12
"1092470",0.15,1,3541,1302.14
"1092529",1,0,3541,1128
"1092563",0.23,1,251,1128
"1092591",1,1,214,1128.12
"1092597",0.13,0,218,1706.49
"109262",0.86,1,41,78.65
"1092694",1,0,27000,825.91
"109273",0.43,1,43,1128.12
"109274",0.37,1,43,1128.12
"1092751",0.12,1,16,329.4
"1092760",0.4,0,747,1128
"1092796",1,0,273,1128.12
"1092796",1,0,273,849.42
"1092805",0.07,1,904,1692
"1092808",1,0,988,976.73
"1092825",0.82,0,1753,1128.12
"1092852",0.14,1,827,1128
"1092862",0.5,1,9,1128
"1092867",0.3,0,273,11357.17
"1092867",0.3,0,273,1128
"1092868",0.49,0,95,1128
"1092889",0.09,1,4172,74.69
"1092895",0.28,0,1753,1128.12
"1092976",1,0,298,2289.47
"1093052",0.39,0,67,32.52
"1093124",0.06,1,97,2645.57
"1093129",0.12,0,3317,1046.4
"1093213",1,0,322,667.98
"1093213",1,0,322,445.95
"1093232",0.69,0,1182,1041.98
"1093235",1,0,9307,373.5
"1093239",1,1,46,1128.12
"1093280",1,1,8455,1488.98
"1093321",0.06,0,8549,763.01
"1093342",1,1,8455,1128
"1093388",0.67,0,710,1128
"1093433",1,0,209,756.25
"1093450",0.87,0,1182,338.14
"109352",0.66,0,136,1128.12
"109352",0.66,0,136,1128.12
"1093776",1,0,490,1128
"1093847",1,0,3430,732.27
"1093874",1,1,263,1128.12
"1093889",1,0,16533,1128
"1093960",1,1,4762,1128.12
"1093960",1,1,4762,16260.67
"1093962",1,0,4762,80.04
"1093968",1,0,4762,1128.12
"1093978",1,0,4762,1128
"1094006",0.88,0,674,776.23
"1094010",1,0,4762,1128.12
"1094010",1,0,4762,837.39
"1094053",1,0,4762,10000
"1094175",1,1,1468,1128
"1094208",1,1,1466,1128
"1094221",1,1,298,2380.38
"1094239",1,0,2949,1128.12
"1094245",0.99,0,1466,15244.9
"1094290",1,0,613,410.52
"1094294",1,0,3095,371.69
"1094343",1,0,3095,204.23
"1094433",1,1,517,491.66
"1094437",1,0,1962,1128
"1094460",1,0,8549,35705.32
"1094495",1,1,120,1128
"1094503",0.8,0,9307,1128.12
"109451",0.52,1,50,2493.88
"1094538",1,0,480,1363.84
"1094541",1,0,1422,76.57
"1094541",1,0,1422,5706.54
"1094556",0.41,1,3301,6.79
"1094561",1,0,1508,1128.12
"1094561",1,0,1508,1128
"1094561",1,0,1508,1290.28
"109460",1,1,27000,75.32
"1094624",1,0,1323,897.6
"1094657",0.02,0,1871,1497.59
"1094665",0.8,1,1063,70.2
"1094669",1,0,1323,1128
"1094671",1,0,1063,1128.12
"1094703",0.1,0,578,1128.12
"1094704",0.43,0,578,2088.55
"1094758",0.99,0,1323,750.28
"1094758",0.99,0,1323,74.7
"1094782",0.7,0,1871,74.69
"1094782",0.7,0,1871,1128
"1094788",0.61,1,1323,830.89
"1094797",0.56,1,1323,1585.35
"1094843",1,1,214,81.37
"1094850",0.9,0,3973,6356.79
"1094870",0.63,0,214,292.22
"1094886",0.66,0,3317,1128
"1094921",0.34,1,214,175.78
"1094937",1,1,44,1037.64
"1094960",0.85,1,26,1128.12
"1094963",1,0,313,206.65
"1094979",1,1,214,900.82
"1094986",0.92,0,84,2330.31
"109504",0.83,0,298,1128.12
"1095122",0.97,0,26,1128
"1095149",0.54,1,27,224.2
"109515",0.21,1,56,1185.49
"1095216",0.47,0,27000,4925.76
"1095241",1,0,9307,70.2
"1095262",0.24,0,2051,1767.98
"1095305",0.56,0,9307,14776.37
"1095336",1,0,9307,173.21
"1095376",1,1,2897,106.71
"1095424",0.78,1,8549,1128.12
"1095431",0.64,1,8549,2095.09
"1095432",0.35,0,8549,1128
"1095440",0.31,0,3657,1232.03
"1095516",1,1,56,101.75
"1095536",1,0,4087,1128
"1095623",1,0,4087,1128
"1095626",1,0,4087,1128
"1095668",1,0,191,1829.39
"1095735",0.58,1,298,992.96
"1095800",0.44,0,106,1128.12
"1095817",0.6,0,298,3430.15
"1095826",1,0,78,426.86
"1095870",1,1,1313,787.15
"1095882",0.57,1,78,847.67
"109600",0.57,0,115,1236.54
"1096057",0.62,1,65,423.46
"109617",0.5,0,125,11.57
"1096194",1,0,182,1128.12
"1096199",0.46,0,14,1128
"1096218",1,0,45,82.05
"1096298",0.44,1,13,1157.68
"1096349",1,1,182,1128
"1096427",0.41,0,8,1760.27
"1096433",0.38,1,11,1354.73
"1096484",1,0,29,1323.71
"1096517",0.02,1,47,1128
"109652",0.23,1,50,2196.7
"1096534",1,0,379,1128
"1096541",0.43,1,567,1128.12
"1096553",0.55,1,394,234.32
"1096581",0.34,1,265,1121.22
"1096583",0.25,1,81,201.35
"1096628",1,0,704,558
"1096651",0.82,1,174,1128.12
"1096682",1,0,319,1128.12
"1096682",1,0,319,1128
"1096697",0.36,1,312,1417.06
"1096719",0.02,0,45,1464.41
"1096763",1,1,319,255013.03
"1096829",0.25,0,137,1128.12
"1096898",1,1,70,78.58
"1096951",0.63,0,124,1128
"1096958",1,1,2139,1128.12
"1096958",1,1,2139,2050.51
"1097008",0.24,0,123,761.12
"1097012",1,0,5460,1128.12
"1097055",1,0,62,2748.92
"1097057",1,1,856,1128
"1097105",0.15,1,856,1128.12
"1097205",0.84,1,38,1128.12
"1097228",0.81,0,30,1128
"1097228",0.81,0,30,1128.09
"1097245",0.49,1,144,183.24
"1097247",0.75,0,259,1128.12
"1097264",0.75,1,2399,92.29
"1097271",0.07,1,140,1706.65
"1097272",0.7,0,387,83.51
"1097286",0.25,1,190,636.89
"109729",0.48,1,25,74966.23
"1097301",1,0,94,1128.12
"1097373",0.58,0,94,925.71
"1097387",1,1,70,1128
"1097391",0.89,1,229,1128.12
"1097391",0.89,1,229,1128.12
"1097398",0.52,1,229,427
"1097398",0.52,1,229,1128
"1097418",1,1,94,595.53
"1097419",0.24,1,229,1128.12
"1097420",0.96,1,229,1128
"1097422",0.93,1,229,1128
"1097423",0.21,1,190,688.03
"1097439",0.64,0,229,1128.12
"1097500",0.86,1,13,1128.12
"1097504",0.25,1,17,4945.1
"1097537",1,0,24,1609.16
"1097643",0.32,1,2715,1628.12
"109765",0.13,1,70,12782.99
"1097680",0.87,0,71,1128.12
"1097717",0.99,0,3274,4695.11
"1097726",0.24,0,575,1128.12
"1097726",0.24,0,575,1128.12
"1097804",0.21,0,192,1128.12
"1097818",1,0,300,62.51
"109783",0.88,0,70,78.99
"1097844",1,0,192,1594.44
"1097877",0.61,0,115,6820
"109793",0.83,0,837,564.06
"1097932",1,0,64,39.02
"1097947",0.9,0,115,302.65
"1097975",0.03,0,118,93.95
"1097988",1,0,282,100.35
"1098017",0.83,0,115,617.53
"1098070",0.98,1,46,76.63
"1098071",0.61,0,51,1053.93
"1098080",0.32,0,6284,3040.5
"1098086",0.69,1,30,2559.56
"1098118",1,1,23,3623.2
"1098123",1,0,57,1128.12
"1098172",1,0,2044,17073.31
"109821",0.04,1,634,2588.62
"1098221",1,0,3103,1128.12
"1098277",1,0,57,1128
"1098360",0.99,1,13,1128.12
"1098399",1,0,378,1128.12
"1098470",1,1,135,331.16
"1098490",0.18,0,1110,82.41
"1098500",0.59,1,226,2990.98
"1098509",1,0,70,1128
"109851",0.62,1,65,876.82
"1098512",1,0,478,1832.44
"1098521",1,1,102,1128.12
"1098535",0.86,1,96,1128
"1098551",1,0,173,74.94
"1098582",1,0,854,34.7
"109859",0.3,0,34,1128.12
"1098697",1,1,3688,308.87
"1098700",1,0,3430,1128.12
"1098735",0.72,0,73,2216.05
"1098742",0.41,0,478,141.3
"1098806",1,1,1054,1128
"1098838",1,1,1054,1128.12
"1098857",1,0,72,629.01
