"VehYear","Area","StateAb","PremTotal","Affiliation","ExposTotal","SumInsAvg","AggClaim"
2011,"grp30","SP",1834.24,1,0.44,152479.84,5754
2010,"grp21","RJ",167964.23,1,112.41,29058.4,44401
2005,"grp24","MG",5081.22,1,5.83,18023.56,18230
2008,"grp27","PB",841.86,1,1.28,26750.01,567
2002,"grp30","SP",6619.03,1,13.64,15510.82,1737
2010,"grp26","PA",100585.74,1,36.06,68676.18,27642
2004,"grp40","SP",1727.85,1,1.95,24162.69,67
2010,"grp13","SP",1770.45,1,0.85,50036.31,3100
2005,"grp13","SP",3666.43,1,1.7,32844.73,36
1995,"grp20","SP",248.48,1,0.27,11357.02,134
2011,"grp31","RN",2709.01,1,3.47,23601.82,1485
2010,"grp28","PE",3262.8,1,3.38,31581.6,79
2008,"grp26","PA",23911.34,1,30.58,26707.79,30041
2010,"grp13","SP",2684.39,1,1.38,67531.2,3021
2005,"grp7","DF",3127.24,1,1.04,77403.2,80
2004,"grp20","SP",28224.83,1,23.69,29651.29,4578
2009,"grp13","SP",3952.22,1,3.17,27069.29,26452
2002,"grp21","RJ",3322.9,1,3.1,23111.5,73
2011,"grp21","RJ",47073.71,1,30.73,55920.55,2307
2001,"grp20","SP",3012.57,1,4.26,17004.9,139
2009,"grp20","SP",21777.91,1,11.35,51923.61,302
2003,"grp40","SP",1964.67,1,0.5,44014,240
2009,"grp37","TO",3906.13,1,4.44,22550.79,4402
1997,"grp5","BA",8995.61,1,11.77,10646.95,67
2001,"grp36","MG",4068.57,1,5.32,20722.12,4683
1998,"grp38","MG",1656.81,1,3.33,14137.72,419
2008,"grp13","SP",910.53,1,1.01,26132.35,1158
2010,"grp28","PE",9883.28,1,10.89,33539.98,1605
2008,"grp22","SC",6118.49,1,4.55,48571.12,549
2006,"grp20","SP",3967.31,1,2.19,36781.83,5239
2003,"grp23","RS",1880.99,1,2.61,25146.88,818
2010,"grp27","PB",15558.71,1,17.35,33484.61,12823
2006,"grp14","RJ",14707.33,1,16.73,26818.88,567
2009,"grp20","SP",18490.46,1,16.87,43359.22,8620
2011,"grp30","SP",20471.43,1,27.66,33340.45,1123
2007,"grp19","PR",5104.38,1,5.48,26031.63,25
2007,"grp24","MG",26517.45,1,16.13,75650.74,10717
1998,"grp40","SP",4042.86,1,5.78,12854.4,140
2004,"grp27","PB",301.63,1,0.5,23023.99,1751
2008,"grp30","SP",79471.47,1,99.5,32647.51,29757
2010,"grp28","PE",14012.2,1,11.79,56433.39,4758
2005,"grp9","RS",16949.27,1,23.02,27613.18,11324
2009,"grp10","ES",601.26,1,0.5,39409.99,1281
2001,"grp20","SP",1956.88,1,1.38,33997.2,144
2006,"grp21","RJ",15932.03,1,15.85,32006.22,68
2009,"grp34","SE",1157.09,1,1.53,30328.75,616
2008,"grp20","SP",8478.23,1,5.47,86650.71,2075
2009,"grp9","RS",3462.3,1,3.77,50166.57,11138
2002,"grp13","SP",1144.95,1,0.28,29140,28530
2005,"grp12","GO",4806.25,1,5.15,30113.39,2979
2009,"grp9","RS",14552.49,1,17.26,32208.05,8341
2009,"grp10","ES",1375.42,1,1.32,40001.92,2930
2009,"grp9","PR",3371.51,0,0.8,95630.75,507
2007,"grp31","RN",3568.9,1,2.85,22760.23,876
2011,"grp38","MG",1163.64,1,0.64,26552.12,2709
2010,"grp9","RS",4911.87,1,3.66,59388.6,1
2010,"grp20","SP",46712.62,1,20.02,62038.1,348
2006,"grp24","MG",834.53,0,0.5,32933.99,8047
2009,"grp20","SP",17110.44,1,10.33,33203.83,420
2008,"grp5","BA",13128.55,1,7.71,43477.01,67
1995,"grp21","RJ",468.54,1,0.5,18150,50
2008,"grp38","MG",2657.91,1,4.5,25564.99,88
2010,"grp40","SP",21041.82,1,21.69,52562.5,6224
2001,"grp21","RJ",9692.65,1,10.28,18303.71,1
2009,"grp20","SP",8921.56,1,7.65,25498,3374
2008,"grp20","SP",9129.93,1,8.61,38963.15,421
2010,"grp13","SP",17203.52,1,12.95,35289.93,13285
2010,"grp27","PB",1446.64,1,1.06,54751.15,8960
2010,"grp26","PA",15547.28,1,17.11,27216.98,530
2006,"grp29","PI",2297.16,1,1.51,33170.33,5632
2001,"grp30","SP",4884.34,1,10.15,17220.71,934
2006,"grp10","ES",4259.47,1,2.61,45338.07,206
2009,"grp23","RS",8620.23,1,5.92,37409.41,3481
2011,"grp5","BA",1781.96,1,0.76,93516.42,515
2002,"grp15","SP",2988.86,1,4.15,17436.48,5653
2001,"grp30","SP",14806,1,15.45,17741.8,24333
2007,"grp20","SP",1940.93,1,1.19,35356.61,719
2010,"grp17","MT",1927.36,1,1.06,66823.36,4891
2011,"grp14","RJ",23566.44,1,12.62,51314.51,1
2003,"grp40","SP",1606.66,1,1.96,17695.51,67
2011,"grp20","SP",16647.73,1,17.66,30874.67,3607
2005,"grp38","MG",77.38,0,0.04,22962,4855
2004,"grp9","RS",18113.69,1,25.05,26382.04,6073
2008,"grp20","SP",5377.17,1,3.49,48984.09,134
1995,"grp24","MG",98.37,1,0.34,2615.54,67
1999,"grp11","PR",266.01,1,0.13,25001,1
2002,"grp7","DF",742.02,1,0.5,24903.16,1368
2000,"grp18","MS",448.11,1,0.5,15890.28,4649
2008,"grp19","PR",30326.16,1,26.98,47439.78,51522
2011,"grp9","RS",2333.68,1,2.53,55115.98,554
2010,"grp7","DF",11330.47,1,8.95,30784.02,8375
2005,"grp24","MG",1383.17,1,1.02,35059.14,1406
2009,"grp24","MG",518.81,0,0.5,25534.99,81465
1998,"grp30","SP",2501.5,1,3.24,7821.85,1399
2006,"grp40","SP",32442.73,1,24.78,36683.26,79
2009,"grp12","GO",26079.12,1,10.28,71570.46,1393
2010,"grp9","RS",1319.67,1,1,45367.99,626
2008,"grp40","SP",6444.23,1,4.6,29318.91,4158
2010,"grp23","RS",9713.81,1,7.15,58668.02,807
2007,"grp21","RJ",17239.27,1,4.88,102673.53,50
2000,"grp20","SP",528.78,1,0.28,36713,67
2001,"grp9","RS",2861.69,1,7.46,12766.37,1
2011,"grp7","DF",3279.53,1,3.93,24675.91,1535
2007,"grp10","ES",8135.68,1,9.58,19014.31,4950
2010,"grp7","DF",3758.95,1,1.63,64107.93,19049
2007,"grp40","SP",4746.83,1,5.44,20335.28,869
2008,"grp21","RJ",13598.73,1,6.35,72445.96,7135
2003,"grp21","RJ",16973.09,1,15.49,16457.85,6188
2010,"grp6","SC",25955.14,1,40.95,30188.9,8405
2004,"grp20","SP",2288.35,1,2.08,20734.93,22176
2011,"grp25","SC",263.59,1,0.47,67249.35,687
2007,"grp40","SP",20007.95,1,24.49,30293.05,16302
2010,"grp5","BA",5103.53,1,4.19,42736.72,60
2006,"grp20","SP",13060.25,1,11.81,36326.76,147
2009,"grp7","DF",14963.22,1,7.06,79995.46,8305
2010,"grp20","SP",97357.21,1,92.78,29111.97,83631
2011,"grp24","MG",12176.52,1,13.87,26464.27,309
1998,"grp15","SP",266.05,1,0.26,15484.99,15337
2003,"grp30","SP",4555.45,1,6.53,23931,796
2008,"grp5","BA",137173.89,1,168.92,25792.63,23493
2007,"grp8","CE",188.63,1,0.21,27306.99,1214
2008,"grp22","SC",45170.09,1,58.59,23508.8,29294
2009,"grp15","SP",3375.71,1,5.51,28130.72,36
2010,"grp13","SP",10164.78,1,9.33,26190.93,397
2007,"grp40","SP",3021.14,1,3.86,35382.4,36
2008,"grp7","DF",6247.71,1,9.1,27272.36,1
2010,"grp23","RS",29889.42,1,41.16,25355.12,3021
2011,"grp11","PR",188.35,1,0.25,38364.99,2630
2003,"grp9","PR",7833.44,1,15.68,19645.93,20202
2008,"grp13","SP",3568.97,1,2.59,36808.4,17197
2000,"grp30","SP",12570.24,1,21.18,11975.15,8269
2002,"grp5","BA",1245.24,1,1.01,63529.49,788
2004,"grp21","RJ",3804.68,1,2.23,25276.83,443
2007,"grp20","SP",1633.04,1,2.24,39225.74,210
2007,"grp30","SP",45575.98,1,50.92,35267.4,2918
1994,"grp20","SP",1308.65,1,1.73,12438.01,268
2008,"grp19","PR",4361.94,1,4.78,29236.23,36
2009,"grp11","PR",2502.93,1,2.9,36233.28,2265
2001,"grp30","SP",876.26,1,1,13695.99,977
2011,"grp20","SP",3717.08,1,2.83,36272.99,35992
2008,"grp25","SC",3744.09,1,5.99,34727.38,5386
2011,"grp21","RJ",11204.58,1,7.84,32742.61,33588
2008,"grp30","SP",5856.95,1,5.29,20431.58,2
2009,"grp13","SP",3827.04,1,4.46,36927.71,316
2008,"grp19","PR",15556.71,1,13.95,36077.88,9281
2011,"grp40","SP",408.74,1,0.53,31860.9,337
2007,"grp11","PR",3626.16,1,3.81,34110.41,7025
1994,"grp14","RJ",1607.69,0,0.89,41775.95,7667
2007,"grp9","PR",14517.33,1,18.79,32496.79,5508
2007,"grp27","PB",6381.07,1,10.42,19014.48,2888
2003,"grp36","MG",7248.04,1,9.29,25288.83,79
2008,"grp23","RS",4017.7,1,4.33,33657.5,4590
2008,"grp13","SP",1916.16,1,1.79,22727.81,22590
2008,"grp33","RR",4386.72,1,1.51,54128.16,60
2003,"grp34","SE",410.78,1,0.55,17279.48,560
2010,"grp6","SC",802.31,1,0.81,29943.33,1
1999,"grp38","MG",3997.05,1,6.71,11423.1,1193
2008,"grp2","AL",1352.55,1,1.92,23823.24,3076
2007,"grp40","SP",16457.87,1,21.73,30058.48,14090
2007,"grp21","RJ",2986.79,1,1.26,28811.53,348
2008,"grp15","SP",5140.09,1,7.22,24517.37,1561
2001,"grp9","PR",416.42,1,0.5,15385.72,924
2009,"grp19","PR",397.67,0,0.15,56529.4,99581
2008,"grp30","SP",33557.76,1,42.98,32032.99,12292
1995,"grp30","SP",4727.86,1,3.86,32664.49,925
2003,"grp9","RS",7738.53,1,4.03,46573.2,228
2007,"grp40","SP",1082.27,1,1.23,40721.75,242
2006,"grp5","BA",1713.01,1,1.3,29440.66,463
2003,"grp27","PB",1675.51,1,0.73,49511.73,274
2006,"grp16","MA",2552.71,1,2.52,23899.09,1844
2009,"grp21","RJ",3037.99,0,3.15,36864.23,33
2010,"grp20","SP",2871.32,1,1.01,106252.5,48
2005,"grp15","SP",928.82,1,1.57,21435.87,1
1995,"grp20","SP",2870.83,1,5.12,4125.27,7739
2008,"grp20","SP",104405.34,1,73.97,44590.25,10575
1994,"grp20","SP",15272.88,1,22.89,9640.34,1009
2008,"grp34","SE",3270.3,1,6.23,21394.07,4127
2010,"grp40","SP",637.96,1,0.5,37067,925
2000,"grp7","DF",1581.35,1,2.06,15982.77,14040
2003,"grp7","DF",933.46,1,0.82,26591.61,67
2008,"grp19","PR",20378.7,1,14.31,35097.49,6952
1998,"grp20","SP",310.98,0,0.5,14336.7,271
2008,"grp23","RS",40168.14,1,55.5,23874.1,15313
2006,"grp6","SC",934.69,1,1.46,22807.91,6628
2004,"grp24","MG",11284.34,1,15.68,15927.61,2498
2010,"grp28","PE",27576.11,1,27.22,28144.16,736
2001,"grp7","DF",2092.14,1,1.95,23084.29,67
2008,"grp1","AC",847.04,1,1.06,27906.23,1980
2005,"grp9","RS",4198.76,1,7.21,27883.77,576
2007,"grp14","RJ",9956.25,1,8.22,35041.95,3681
2010,"grp40","SP",1794.54,1,1.35,44509.72,1187
2010,"grp11","PR",2476.07,0,1.61,52371.94,12196
2005,"grp28","PE",7379.87,1,8.06,30987.17,610
2010,"grp31","RN",2365.55,1,1.29,66271.29,684
2006,"grp21","RJ",732.75,1,0.6,24392.07,36
2007,"grp30","SP",46235.84,1,67.83,32881.64,8790
2011,"grp19","PR",873.41,1,0.54,61510.39,1427
1997,"grp21","RJ",5143.73,1,5.27,7939.15,67
2011,"grp21","RJ",26677.43,1,29.47,25813.97,772
2009,"grp13","SP",6696.8,1,2.52,29960.41,48
1999,"grp20","SP",720.13,1,0.5,19909.01,320
2006,"grp30","SP",1089.84,1,1.94,26554.98,1619
2009,"grp20","SP",114669.42,1,123.58,26957.86,44307
2006,"grp20","SP",15312.68,1,13.52,19083.79,21200
2011,"grp5","BA",3137.33,1,1.18,67105.57,92
1989,"grp30","SP",1531.01,1,0.5,47889.15,162
2006,"grp23","RS",6714.63,1,5.47,32927.14,2184
2010,"grp4","AM",2796.19,1,1.12,74604.18,1695
2009,"grp20","SP",5328.52,1,5.47,31882.76,36
2011,"grp31","RN",19448.49,1,9.8,46633.41,2094
2009,"grp12","GO",8431.62,1,6.71,53501.23,1436
2003,"grp37","TO",1193.86,1,1.09,17121.34,924
2009,"grp40","SP",8557.34,1,7.07,61855.91,2128
1999,"grp21","RJ",4346.58,1,4.59,12253.1,67
2011,"grp21","RJ",1901.88,0,0.8,52597.02,3918
2008,"grp7","DF",6939.84,1,4.41,37095.93,25070
2004,"grp23","RS",182.4,0,0.21,23723,4999
2010,"grp13","SP",523.84,1,0.5,37103.99,7476
2001,"grp40","SP",2390.36,1,4.83,16873.74,4075
2010,"grp28","PE",16639.07,1,15.67,39892.31,79
2004,"grp20","SP",1364.98,1,1.03,26323.49,153
2010,"grp36","MG",6690.36,1,11.58,26200.32,3549
2006,"grp31","RN",761.31,1,0.36,41187.99,2067
2006,"grp40","SP",3756.84,1,3.41,24617.74,134
2008,"grp13","SP",2971.27,1,2.21,39782.06,90
2009,"grp13","SP",3011.41,1,2.22,30656.78,2577
2008,"grp30","SP",23095.07,1,20.7,47803.53,7398
2010,"grp5","BA",3444.34,1,3.63,32901.15,67
1995,"grp20","SP",1875.49,1,2.6,8038.03,36
2006,"grp19","PR",1827.56,1,1.59,23459.11,103
2011,"grp21","RJ",26014.76,1,18.97,36543.57,16910
2008,"grp1","AC",6044.73,1,6.87,25156.61,839
2010,"grp21","RJ",12046.46,1,7.36,31426.26,3380
1999,"grp12","GO",1045.3,1,2.44,13581.24,3121
2004,"grp40","SP",625.49,1,0.91,20660.4,67
2011,"grp19","PR",8116.26,1,4.1,76807.93,4107
2003,"grp22","SC",8381.19,1,15.37,18257.79,2274
2000,"grp15","SP",376.39,1,0.68,12649.33,2050
2009,"grp9","RS",179.93,1,0.23,31801.99,1800
2003,"grp12","GO",1378.19,1,1.19,27069.69,453
1999,"grp35","GO",337.35,1,0.41,16199.99,274
2007,"grp5","BA",1413.9,1,1.64,26816.58,26221
2008,"grp12","GO",5062.66,1,1.2,123344.39,120
2006,"grp21","RJ",2130.47,1,1.83,17314.12,1076
2006,"grp14","RJ",3821.88,1,2.96,19758.29,3014
2007,"grp8","CE",1997.89,1,0.63,78356.19,10329
2007,"grp12","GO",16630.28,1,21.37,25419.8,379
2001,"grp38","MG",5330.27,1,9.12,14419.74,9302
2009,"grp20","SP",1582.56,1,0.65,84152.55,268
2007,"grp34","SE",1516.23,1,0.93,25856.67,652
2010,"grp24","MG",121642.02,1,136.78,24075.42,46784
2006,"grp20","SP",9541.74,1,5.39,40765.63,134
2008,"grp10","ES",17687.77,1,22.26,27837.4,341
2005,"grp21","RJ",4211.32,1,3.63,29608.56,36
2008,"grp5","BA",26578.94,1,15.08,48241.19,8163
2010,"grp30","SP",5634.29,1,3.55,42344.67,201
2005,"grp30","SP",4384.66,1,6.35,37791.96,12976
2006,"grp7","DF",1762.64,1,2.52,22070.67,48
1999,"grp30","SP",1572.83,1,1.88,15203.01,67
2003,"grp28","PE",16364.34,1,22.97,15630.63,2802
2005,"grp10","ES",6267.6,1,10.28,19397.2,36
2007,"grp22","SC",1747.52,1,3.58,23942.83,14112
2008,"grp23","RS",1271.16,1,0.95,29167.36,3808
2008,"grp24","MG",7611.48,1,3.81,51318.09,1737
2002,"grp23","RS",845.17,1,0.5,40605.38,80
1995,"grp15","SP",465.62,1,0.83,10535.62,67
2000,"grp23","RS",5707.82,1,10.1,11987.65,4278
2002,"grp22","SC",1612.81,1,2.83,22673.63,1
2007,"grp38","MG",1749.31,1,3.9,19759.71,4166
2002,"grp24","MG",4208.89,1,2.33,39301.29,6384
2009,"grp9","RS",21720.11,1,15.73,57105.45,334
2006,"grp20","SP",2357.77,1,0.57,48286.32,1
2002,"grp28","PE",2775.32,1,3.4,16320.57,67
2011,"grp17","MT",1460.06,1,1.24,30775,382
2006,"grp14","RJ",20207.21,1,27.26,17812.92,2152
2004,"grp22","SC",8404.99,1,12.79,16741.69,4901
2009,"grp13","SP",14433.43,1,20.06,20724.79,30563
2004,"grp9","RS",351.62,0,0.49,12918.44,7761
2007,"grp38","MG",2731.82,1,5.03,28946.99,3180
2010,"grp13","SP",15517.87,1,11.98,44931.11,4442
2011,"grp40","SP",637.23,1,0.78,14201.01,23
2008,"grp21","RJ",88497.76,1,56.29,36183.11,37497
2004,"grp28","PE",691.25,1,0.5,26203.99,67
2003,"grp23","RS",628.87,1,0.4,36581.02,67
2008,"grp40","SP",24.04,1,0.03,17949,2830
2005,"grp12","GO",1835.89,1,2,23132.07,8404
2008,"grp12","GO",6927.23,1,1.4,99981.88,103
2002,"grp10","ES",679.71,1,0.59,20247.18,1081
2002,"grp20","SP",14417.1,1,17.49,15406.43,3809
2008,"grp38","MG",10981.41,1,11.79,41226.07,419
2009,"grp15","SP",1089.92,1,0.74,54164.94,25
2006,"grp5","BA",3371.58,1,2.84,31919.07,5863
2011,"grp21","RJ",18512.57,1,15.36,36796.55,6499
2009,"grp34","SE",782.76,1,0.5,35741.32,4045
1998,"grp14","RJ",1547.22,1,1.91,11649.44,1336
2008,"grp21","RJ",27253.85,1,10.89,71662.81,11432
2008,"grp21","RJ",21518.31,1,15.61,26643.93,31052
2008,"grp23","RS",6611.41,1,5.64,28233.58,1
2009,"grp40","SP",3401.69,1,3.82,27065.44,5712
2010,"grp8","CE",12660.47,1,6.02,48997.11,387
2005,"grp27","PB",4900.68,1,8.2,18238.44,3000
1993,"grp24","MG",905.85,1,2.06,5319.39,1011
2011,"grp21","RJ",3831.03,1,1.87,44063.88,1
2006,"grp5","BA",24375.05,1,30.3,21612.05,8620
2000,"grp28","PE",3676.37,1,3.82,20686.88,6198
2007,"grp34","SE",1222.59,1,1.42,34907.37,208
2002,"grp34","SE",1806.83,1,2.13,22842,2975
2005,"grp19","PR",9390.44,1,16.61,17014.23,17851
2002,"grp30","SP",2831.85,1,4.56,23305.89,151
2010,"grp12","GO",24509.45,1,18.11,54848.21,18589
2008,"grp7","DF",24779.46,1,28.93,25702.5,2608
2004,"grp20","SP",1636.89,1,1,23608,990
1996,"grp38","MG",766.18,1,0.5,12190.2,978
2008,"grp9","RS",2994.15,1,3.84,27820.12,1491
2006,"grp20","SP",3417.39,1,3.1,28592.78,6992
2009,"grp2","AL",5056.35,1,6.15,25527.26,35046
1999,"grp19","PR",284.43,1,0.73,3563.11,134
2010,"grp31","RN",5527,1,7.99,33450.37,281
2009,"grp5","BA",42942.56,1,37.81,47016.89,5012
2010,"grp21","RJ",1426.25,1,0.5,46069,4233
2010,"grp10","ES",1138.18,0,0.5,49500,1183
2008,"grp18","MS",2583.89,1,4.35,25558.14,7036
1999,"grp30","SP",1336.35,1,1.01,32595.16,443
2006,"grp13","SP",1762.83,1,1.24,27722.82,26193
2007,"grp5","BA",134906.17,1,146.15,21584.94,37702
2006,"grp10","ES",1731.01,1,0.68,106298.87,3197
2010,"grp35","GO",7931.39,1,6.03,30118.82,969
2011,"grp40","SP",9900.46,1,10.51,28776.5,3069
2006,"grp30","SP",19166.51,1,19.06,30758.42,36186
2007,"grp9","RS",9631.82,1,8.98,47662.73,25680
2011,"grp7","DF",5261.51,1,5.55,36701.82,8858
2002,"grp30","SP",2778.35,1,2.98,19572.37,2645
2007,"grp38","MG",8244.67,1,12.84,23119.64,3854
2006,"grp12","GO",2359.79,1,1.33,25617.79,213
2002,"grp9","PR",11801.05,1,9.98,23512.78,3353
1997,"grp19","PR",1804.13,1,2.73,8562.62,13925
2005,"grp9","PR",3279.1,1,1.01,97309.43,10490
2011,"grp19","PR",4562.33,1,3.01,57225.69,6198
2005,"grp14","RJ",1377.48,1,0.5,29731,4145
2011,"grp5","BA",2192.39,1,1.89,34654.07,2736
2010,"grp2","AL",1145.22,1,0.5,54509.99,964
2008,"grp18","MS",17965.01,1,6.43,72481.9,586
2007,"grp12","GO",53837.22,1,69.36,22116.58,42552
2008,"grp7","DF",3196.5,1,4.01,45972.37,2454
2004,"grp11","PR",1169.56,1,2.21,16444.39,3258
2004,"grp21","RJ",7547.03,1,8.81,23664.05,36
2009,"grp14","RJ",2802.41,1,1.49,28927.19,5844
2005,"grp20","SP",7090.49,1,10.69,16266.15,159
2006,"grp30","SP",949.66,1,1.24,15130.46,72
1996,"grp20","SP",15787.02,1,18.83,9804.76,22013
2010,"grp21","RJ",44274.32,1,17.81,75321.61,34786
2006,"grp5","BA",20100.02,1,32.39,19717.07,11849
2009,"grp24","MG",3742.83,0,1.39,112829.46,52741
2011,"grp24","MG",74633.97,1,60.34,36224.82,38418
1998,"grp4","AM",841.07,1,0.5,36543.99,134
2011,"grp13","SP",1049.51,1,0.73,46782.84,36
2009,"grp20","SP",14258.04,1,17.32,24439.98,814
2010,"grp16","MA",1392.18,1,1.01,37287.24,7296
2008,"grp30","SP",671.68,1,0.58,27609.02,741
1995,"grp40","SP",4288.81,1,6.05,9992.62,1354
2008,"grp20","SP",3202.23,1,1.18,100136.56,134
1998,"grp30","SP",1328.48,1,2.66,10049.63,305
2000,"grp9","PR",2803.23,1,2.01,30025.74,549
2009,"grp5","BA",10979.55,1,7.91,52076.4,2309
2010,"grp20","SP",203305.66,1,48.01,120978.85,21398
2011,"grp34","SE",3055.28,1,4.99,22869.43,142
2006,"grp9","RS",8131.46,1,13.87,24519.1,7819
2009,"grp24","MG",2705.69,1,2.66,19651.06,220
2004,"grp20","SP",7665.82,1,9.31,20741.61,414
2000,"grp38","MG",14345.78,1,11.46,26916.41,1880
1999,"grp18","MS",686.56,1,1.35,14896.76,67
2000,"grp21","RJ",1970.56,1,1.51,23434.75,240
2008,"grp5","BA",26007.46,1,8.52,68227.24,443
2003,"grp5","BA",1367.67,1,0.5,52169.1,80
2007,"grp18","MS",21261.28,1,4.6,111380.4,2020
2009,"grp7","DF",4410.2,1,6.4,32020.62,1233
2006,"grp12","GO",10110.69,1,4.99,41761.02,443
2009,"grp11","PR",3385.21,1,3.14,35055.85,1730
2008,"grp9","RS",256.24,1,0.5,26922.02,3521
2006,"grp5","BA",2376.73,1,1.8,28571.32,293
2009,"grp20","SP",4025.03,1,1.15,52736.07,47735
2010,"grp8","CE",3755.24,1,3.31,58514.6,1013
2010,"grp13","SP",7379.18,1,5.77,31585.67,2457
2009,"grp23","RS",15711.58,1,22.17,24977.39,7661
1997,"grp13","SP",16168.15,1,30.19,10485.56,362
2005,"grp35","GO",1729.96,1,1.55,29542.01,3012
2007,"grp12","GO",67010.02,1,19.71,89653.41,895
2002,"grp23","RS",281.96,0,0.2,18993,1343
2001,"grp21","RJ",13630.37,1,12.19,16836.81,219
2009,"grp15","SP",553.33,1,1.01,5195.02,201
2003,"grp38","MG",4250.8,1,4.15,19418.78,463
2007,"grp10","ES",948.15,1,0.5,48071.99,67
2010,"grp23","RS",3837.21,1,2.24,64646.1,5095
2010,"grp20","SP",6520.2,1,1.65,107747.62,72
2010,"grp35","GO",21595,1,28.89,32979.1,802
2010,"grp17","MT",26028.09,1,33.12,26695.06,1392
2010,"grp34","SE",62914.93,1,18.9,119339.16,658
2007,"grp9","RS",4545.6,1,5.88,27052.78,23268
1999,"grp30","SP",252.91,1,0.31,17699,20426
2011,"grp5","BA",4051.76,1,3.44,37600.72,3601
2006,"grp28","PE",811.27,1,1,28460.99,2680
2011,"grp6","SC",2055.32,1,3.46,30100.86,1688
2008,"grp30","SP",2059.75,1,1.42,59696.97,6590
1997,"grp20","SP",2838.98,1,2.83,15260.04,318
2007,"grp9","RS",16870.12,1,29.48,28671.11,2516
1996,"grp7","DF",2014.46,1,2.02,12153.96,48
2006,"grp20","SP",87822.47,1,82.73,33415.05,44788
2009,"grp20","SP",5697.18,1,2.01,48588.92,209
2003,"grp36","MG",4712.4,1,4.64,23861.88,2058
2003,"grp20","SP",3885.01,1,3.38,21483.88,4332
2009,"grp30","SP",16081.35,1,14.19,46164.24,1068
2010,"grp13","SP",29181.93,1,25.64,41989.8,66287
2007,"grp25","SC",3540.31,1,6.64,23041.59,2
2011,"grp8","CE",667.1,1,0.78,50493.8,266
1998,"grp19","PR",1046.68,0,0.5,42740.99,34
2005,"grp10","ES",1541.9,1,0.5,25103.67,1716
2010,"grp23","RS",7109.38,1,7.76,22893.37,1
2005,"grp19","PR",16515.08,1,16.98,34880.84,10641
2008,"grp21","RJ",21443.97,1,15.96,20444.67,1378
2006,"grp9","RS",1917.68,1,2.18,31377.71,463
2010,"grp37","TO",133.2,1,0.48,4622,67
2010,"grp17","MT",3538.65,1,1.96,52524.17,1360
2008,"grp10","ES",5323.8,1,5.57,28784.56,5076
1999,"grp20","SP",1780.66,1,0.5,23328.66,614
1999,"grp38","MG",8602.4,0,1.7,107491.64,263
2008,"grp40","SP",3715.89,1,3.73,34310.49,241
2008,"grp7","DF",10295.96,1,11.58,26412.69,15708
2011,"grp13","SP",1973.7,1,2.12,49489.75,2581
2009,"grp31","RN",1810.85,1,0.5,118715.66,79
2009,"grp17","MT",20773.34,1,17.32,28816.29,34113
2003,"grp20","SP",6231.08,1,4.05,20072.04,5466
2007,"grp20","SP",1980.4,1,0.99,49366.84,690
2010,"grp29","PI",499.88,1,0.16,67599.99,9087
1998,"grp19","PR",42.41,1,0.06,10476.99,942
2011,"grp20","SP",14618.13,1,11.42,51745.51,170
2006,"grp12","GO",7439.17,1,6.61,27510.97,3949
2006,"grp5","BA",3202.27,1,1.44,26771.58,100
2010,"grp20","SP",102860.44,1,70.41,56500.32,39719
2003,"grp10","ES",190.05,1,0.36,18355,36
2009,"grp13","SP",6514.97,1,3.3,48514.39,1
2008,"grp24","MG",48161.86,1,64.16,17998.85,25943
2007,"grp13","SP",19231.08,1,20.79,28473.19,8701
2001,"grp24","MG",13648.06,1,22.98,14517.42,1
2009,"grp23","RS",37324.96,1,26.73,44477.44,46699
1999,"grp13","SP",1965.47,1,2.21,17529.05,67
2003,"grp13","SP",1769.95,1,2.02,17683.03,3842
2001,"grp14","RJ",2269.83,1,0.5,116242.99,79
2006,"grp13","SP",9978.36,1,6.13,39033.3,84
2010,"grp26","PA",4618.81,1,3.56,38047.28,2164
2007,"grp20","SP",553.11,1,0.53,42390.36,5222
2007,"grp31","RN",961.22,1,1,400,2809
2010,"grp40","SP",7528.01,1,4.68,55286.22,105
2011,"grp26","PA",15346.6,1,3.68,81767.8,1
2008,"grp38","MG",6802.34,1,6.29,28576.93,11194
2005,"grp26","PA",703.45,1,1.05,23757,938
2009,"grp11","PR",767.96,1,0.93,26449.5,2677
2001,"grp20","SP",18122.47,1,16.32,17917.32,710
2010,"grp29","PI",4880.62,1,5.07,23353.2,2312
2002,"grp25","SC",266.27,1,0.57,2933.8,1
2007,"grp12","GO",19057.82,1,24.18,18722.31,5836
2009,"grp23","RS",849.13,1,1.01,37649.92,10126
2007,"grp20","SP",8002.37,1,7.41,22521.42,22271
2011,"grp22","SC",15855.78,1,19.88,36833.13,26897
2007,"grp5","BA",20454.06,1,22.67,32569.47,36667
2001,"grp30","SP",12178,1,12.69,28181.38,363
2005,"grp30","SP",3560.08,1,6.11,22991.34,519
2007,"grp5","BA",32217.88,1,27.85,30884.22,1841
2004,"grp31","RN",4480.93,1,6.26,14705.78,2529
2008,"grp18","MS",7868.12,1,3.17,72778.32,36
2009,"grp24","MG",10748.13,1,16.81,31998.89,2946
2005,"grp7","DF",3034.83,1,3.47,15591.58,3548
2005,"grp20","SP",47756.34,1,42.31,27222.94,9522
2005,"grp12","GO",766.88,1,1.01,27478.57,171
2011,"grp10","ES",3749.59,1,3.01,52019.09,286
2010,"grp13","SP",170,1,0.17,64219.52,1
